GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS1404410922	2022-04-25 20:30:11.695408	27616	species	avibase-D77E4B41	American Robin	Turdus migratorius				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Montgomery East Exchange Park	L7650910	P	32.3995123	-86.2546706	2022-04-25	18:10:00	obsr940190	S108072305	Traveling	P22	EBIRD	40	0.644		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1396811405	2022-04-18 23:57:02.106512	27616	species	avibase-D77E4B41	American Robin	Turdus migratorius				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-18	18:06:00	obsr665305	S107438592	Stationary	P21	EBIRD	11			1	1		0	1	0		Sun porch.		
URN:CornellLabOfOrnithology:EBIRD:OBS1409205530	2022-04-30 11:23:43.99752	27616	species	avibase-D77E4B41	American Robin	Turdus migratorius				3	FL	C4	FL		United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-30	10:14:00	obsr665305	S108472500	Stationary	P21	EBIRD	10			1	1		0	1	0		Sun porch. 78 degrees mostly cloudy.		
URN:CornellLabOfOrnithology:EBIRD:OBS1390928883	2022-04-13 11:14:59.244012	27616	species	avibase-D77E4B41	American Robin	Turdus migratorius				6					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Lagoon Park Vita Trail	L18488181	P	32.4010040	-86.2259940	2022-04-13	09:54:00	obsr456189	S106939222	Traveling	P22	EBIRD	14	0.520		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1401374899	2022-04-23 19:14:44.997364	27616	species	avibase-D77E4B41	American Robin	Turdus migratorius				6					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Auburn University at Montgomery (AUM) trail	L10515992	H	32.3698190	-86.1800170	2022-04-23	12:11:00	obsr186678	S107815811	Traveling	P22	EBIRD	100	2.500		2	1	G8229322	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1381896884	2022-04-03 12:53:54.592569	27616	species	avibase-D77E4B41	American Robin	Turdus migratorius				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-03	11:20:00	obsr665305	S106184716	Stationary	P21	EBIRD	8			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1393879177	2022-04-16 11:49:24.518411	27616	species	avibase-D77E4B41	American Robin	Turdus migratorius				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			8169 Grayson Grove, Montgomery US-AL (32.3310,-86.1544)	L10927216	P	32.3310190	-86.1544470	2022-04-16	10:30:00	obsr234761	S107187888	Stationary	P21	EBIRD	11			1	0		0	1	0		Rainy. Windy. 62.		
URN:CornellLabOfOrnithology:EBIRD:OBS1399431873	2022-04-21 19:59:31.662011	27616	species	avibase-D77E4B41	American Robin	Turdus migratorius				3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-21	18:08:00	obsr665305	S107656420	Traveling	P22	EBIRD	11	0.326		1	1		0	1	0		Feeders empty		
URN:CornellLabOfOrnithology:EBIRD:OBS1395128983	2022-04-17 11:57:30.560283	27616	species	avibase-D77E4B41	American Robin	Turdus migratorius				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L17864632	P	32.3549210	-86.2984260	2022-04-17	10:39:00	obsr2971038	S107292080	Stationary	P21	EBIRD	17			1	1		0	1	0			Single call “sighting”; recording one, but likely several	
URN:CornellLabOfOrnithology:EBIRD:OBS1380928709	2022-04-02 14:19:13.014821	27616	species	avibase-D77E4B41	American Robin	Turdus migratorius				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1642 Meadow Oak Ct, Montgomery US-AL 32.34045, -86.18369	L11676932	P	32.3404500	-86.1836880	2022-04-02	13:15:00	obsr698531	S106103309	Stationary	P21	EBIRD	10			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1402841346	2022-04-24 15:47:55.747156	27616	species	avibase-D77E4B41	American Robin	Turdus migratorius				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-24	14:26:00	obsr665305	S107940567	Stationary	P21	EBIRD	11			1	1		0	1	0		Back yard. Feeders empty.		
URN:CornellLabOfOrnithology:EBIRD:OBS1402426926	2022-04-24 11:39:02.989305	27616	species	avibase-D77E4B41	American Robin	Turdus migratorius				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-24	10:24:00	obsr665305	S107905203	Stationary	P21	EBIRD	11			1	1		0	1	0		Sun porch. 78 degrees mostly sunny. Feeder’s empty.		
URN:CornellLabOfOrnithology:EBIRD:OBS1409517816	2022-04-30 14:29:16.972414	27616	species	avibase-D77E4B41	American Robin	Turdus migratorius				4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			130–198 Watson Cir, Montgomery US-AL (32.3797,-86.2186)	L6927098	P	32.3797280	-86.2186340	2022-04-30	13:18:00	obsr665305	S108498370	Traveling	P22	EBIRD	11	1.337		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1390984420	2022-04-13 12:12:35.091342	27616	species	avibase-D77E4B41	American Robin	Turdus migratorius				8					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Lagoon Park	L2612971	H	32.4151632	-86.2256974	2022-04-13	10:15:00	obsr456189	S106944059	Traveling	P22	EBIRD	54	1.238		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1399504904	2022-04-21 21:17:15.33917	27616	species	avibase-D77E4B41	American Robin	Turdus migratorius				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-21	15:50:00	obsr940190	S107661716	Stationary	P21	EBIRD	35			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1402919673	2022-04-24 16:41:27.610208	27616	species	avibase-D77E4B41	American Robin	Turdus migratorius				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Backyard	L9481690	P	32.3695524	-86.2294713	2022-04-24	14:33:00	obsr405141	S107947361	Stationary	P21	EBIRD	66			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1380640100	2022-04-02 10:20:37.705647	27616	species	avibase-D77E4B41	American Robin	Turdus migratorius				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-02	09:08:00	obsr665305	S106077198	Stationary	P21	EBIRD	10			1	1		0	1	0		Sun porch. 55 degrees overcast.		
URN:CornellLabOfOrnithology:EBIRD:OBS1402640677	2022-04-24 13:52:25.433629	7104	species	avibase-866903B9	American White Pelican	Pelecanus erythrorhynchos				7					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Mason mill	L13800298	P	32.3351544	-86.0373657	2022-04-23	08:30:00	obsr658500	S107924718	Stationary	P21	EBIRD	30			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1397547252	2022-04-19 19:08:52.507936	7104	species	avibase-866903B9	American White Pelican	Pelecanus erythrorhynchos				9					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The Waters--Lake Cameron	L2521696	H	32.3502880	-86.0243332	2022-04-19	18:03:00	obsr790796	S107497941	Stationary	P21	EBIRD	4			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1392103445	2022-05-06 17:36:18.652754	7104	species	avibase-866903B9	American White Pelican	Pelecanus erythrorhynchos				3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The Waters--Lake Cameron	L2521696	H	32.3502880	-86.0243332	2022-04-14	14:50:00	obsr665305	S107038866	Traveling	P22	EBIRD	19	3.343		1	1		1	1	0			Continuing. Often here in larger numbers. White bodies, black on wing tips, typical pelican beak.	
URN:CornellLabOfOrnithology:EBIRD:OBS1387367724	2022-04-09 17:07:24.617659	7104	species	avibase-866903B9	American White Pelican	Pelecanus erythrorhynchos				3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The Waters--Lake Cameron	L2521696	H	32.3502880	-86.0243332	2022-04-09	15:39:00	obsr2935536	S106642691	Traveling	P22	EBIRD	60	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1402640676	2022-04-24 13:52:25.429602	7015	species	avibase-FBDAE86A	Anhinga	Anhinga anhinga				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Mason mill	L13800298	P	32.3351544	-86.0373657	2022-04-23	08:30:00	obsr658500	S107924718	Stationary	P21	EBIRD	30			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1392117831	2022-04-14 16:27:44.550055	7015	species	avibase-FBDAE86A	Anhinga	Anhinga anhinga				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Two small lakes at back of The Waters property 36064, Pike Road US-AL (32.3518,-86.0183)	L18072666	P	32.3518440	-86.0183140	2022-04-14	15:14:00	obsr665305	S107039872	Traveling	P22	EBIRD	14	0.638		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1392110705	2022-04-14 16:26:12.828573	7967	species	avibase-FED3756C	Bald Eagle	Haliaeetus leucocephalus				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			100 Capitol Commerce Blvd, Montgomery US-AL 32.36969, -86.13123	L11762980	P	32.3696940	-86.1312300	2022-04-14	15:25:00	obsr1410827	S107039752	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1392998711	2022-04-15 14:43:26.493451	7967	species	avibase-FED3756C	Bald Eagle	Haliaeetus leucocephalus				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			I-65 N, Hope Hull US-AL 32.23888, -86.37703	L18518962	P	32.2388830	-86.3770290	2022-04-15	13:42:00	obsr975549	S107113802	Incidental	P20	EBIRD				2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1399216708	2022-04-21 15:35:13.383523	32666	species	avibase-5110842F	Baltimore Oriole	Icterus galbula				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-21	08:20:00	obsr940190	S107635120	Stationary	P21	EBIRD	35			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1390984426	2022-04-13 12:12:35.097613	32666	species	avibase-5110842F	Baltimore Oriole	Icterus galbula				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Lagoon Park	L2612971	H	32.4151632	-86.2256974	2022-04-13	10:15:00	obsr456189	S106944059	Traveling	P22	EBIRD	54	1.238		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1386428569	2022-04-08 19:26:09.745787	32666	species	avibase-5110842F	Baltimore Oriole	Icterus galbula				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-08	17:40:00	obsr940190	S106564165	Stationary	P21	EBIRD	30			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1398622200	2022-04-20 23:20:12.03173	32666	species	avibase-5110842F	Baltimore Oriole	Icterus galbula				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-18	11:20:00	obsr940190	S107588324	Incidental	P20	EBIRD				2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1384731076	2022-04-06 17:24:39.439633	32666	species	avibase-5110842F	Baltimore Oriole	Icterus galbula				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-06	15:40:00	obsr940190	S106421586	Incidental	P20	EBIRD				2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1405211506	2022-04-26 15:48:08.239092	32666	species	avibase-5110842F	Baltimore Oriole	Icterus galbula				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Gunter Hill Park	L2612930	H	32.3582845	-86.4544322	2022-04-26	12:00:00	obsr106380	S108137398	Traveling	P22	EBIRD	90	1.609		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1406468043	2022-04-27 19:01:11.271624	32666	species	avibase-5110842F	Baltimore Oriole	Icterus galbula				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Gunter Hill Park	L2612930	H	32.3582845	-86.4544322	2022-04-27	08:45:00	obsr106380	S108243079	Traveling	P22	EBIRD	556	1.609		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1384729176	2022-04-06 17:23:50.298287	32666	species	avibase-5110842F	Baltimore Oriole	Icterus galbula				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-03	17:00:00	obsr940190	S106421543	Incidental	P20	EBIRD				2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1399504900	2022-04-21 21:17:15.321308	32666	species	avibase-5110842F	Baltimore Oriole	Icterus galbula				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-21	15:50:00	obsr940190	S107661716	Stationary	P21	EBIRD	35			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1398571077	2022-04-20 21:27:18.377904	32666	species	avibase-5110842F	Baltimore Oriole	Icterus galbula				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			home - back yard	L8643237	P	32.0492756	-86.2220963	2022-04-19	09:08:00	obsr688433	S107583088	Stationary	P21	EBIRD	180			1	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1386441115	2022-04-08 19:23:33.159767	32666	species	avibase-5110842F	Baltimore Oriole	Icterus galbula				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-06	16:25:00	obsr940190	S106563991	Stationary	P21	EBIRD	25			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1397643936	2022-04-19 21:08:34.905945	32666	species	avibase-5110842F	Baltimore Oriole	Icterus galbula				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-18	17:30:00	obsr940190	S107505838	Stationary	P21	EBIRD	60			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1387000443	2022-04-09 12:09:15.151465	23291	species	avibase-58C502EA	Barn Swallow	Hirundo rustica				3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Blount Cultural Park, Montgomery US-AL 32.35075, -86.21177	L18237006	P	32.3507460	-86.2117730	2022-04-09	09:08:00	obsr1060942	S106610711	Traveling	P22	EBIRD	120	1.961		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1399866654	2022-04-22 10:14:05.535073	23291	species	avibase-58C502EA	Barn Swallow	Hirundo rustica				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Rudder Rd., Hope Hull	L982093	H	32.2531502	-86.3512194	2022-04-22	09:02:00	obsr143232	S107688398	Traveling	P22	EBIRD	11	0.572		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1402640684	2022-04-24 13:52:25.447389	23291	species	avibase-58C502EA	Barn Swallow	Hirundo rustica				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Mason mill	L13800298	P	32.3351544	-86.0373657	2022-04-23	08:30:00	obsr658500	S107924718	Stationary	P21	EBIRD	30			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1392103436	2022-05-06 17:36:18.652754	23291	species	avibase-58C502EA	Barn Swallow	Hirundo rustica				20					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The Waters--Lake Cameron	L2521696	H	32.3502880	-86.0243332	2022-04-14	14:50:00	obsr665305	S107038866	Traveling	P22	EBIRD	19	3.343		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1418583326	2022-05-07 15:52:44.13636	23291	species	avibase-58C502EA	Barn Swallow	Hirundo rustica				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Hampstead bridge	L17755399	P	32.3093830	-86.1814320	2022-04-13	17:21:00	obsr1060942	S109242991	Traveling	P22	EBIRD	50	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1392117838	2022-04-14 16:27:44.560553	23291	species	avibase-58C502EA	Barn Swallow	Hirundo rustica				4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Two small lakes at back of The Waters property 36064, Pike Road US-AL (32.3518,-86.0183)	L18072666	P	32.3518440	-86.0183140	2022-04-14	15:14:00	obsr665305	S107039872	Traveling	P22	EBIRD	14	0.638		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1392086016	2022-04-14 15:47:47.16785	23291	species	avibase-58C502EA	Barn Swallow	Hirundo rustica				6					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The Waters--Entrance Ponds	L4015014	H	32.3362785	-86.0345364	2022-04-14	14:37:00	obsr665305	S107037059	Traveling	P22	EBIRD	10	0.807		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1390984412	2022-04-13 12:12:35.05571	23291	species	avibase-58C502EA	Barn Swallow	Hirundo rustica				5					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Lagoon Park	L2612971	H	32.4151632	-86.2256974	2022-04-13	10:15:00	obsr456189	S106944059	Traveling	P22	EBIRD	54	1.238		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1380051767	2022-04-01 15:23:21.364719	23299	issf	avibase-43FD00D9	Barn Swallow	Hirundo rustica	Barn Swallow (American)	Hirundo rustica erythrogaster		2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Peppertree	L11041139	P	32.3401401	-86.1699557	2022-04-01	14:11:00	obsr186678	S106028659	Traveling	P22	EBIRD	4	0.187		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1411953261	2022-05-02 08:19:27.923333	23299	issf	avibase-43FD00D9	Barn Swallow	Hirundo rustica	Barn Swallow (American)	Hirundo rustica erythrogaster		3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Old Pike Rd, Montgomery County AL	L18656953	P	32.3104090	-86.1010110	2022-04-23	17:19:00	obsr157121	S108701168	Traveling	P22	EBIRD	6	9.740		4	1	G8230647	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1401854256	2022-04-23 22:11:46.383377	23299	issf	avibase-43FD00D9	Barn Swallow	Hirundo rustica	Barn Swallow (American)	Hirundo rustica erythrogaster		3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Old Pike Rd, Montgomery County AL	L18656953	P	32.3104090	-86.1010110	2022-04-23	17:19:00	obsr527452	S107858673	Traveling	P22	EBIRD	6	9.740		4	1	G8230647	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1408424798	2022-04-29 17:43:14.85517	23299	issf	avibase-43FD00D9	Barn Swallow	Hirundo rustica	Barn Swallow (American)	Hirundo rustica erythrogaster		5					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			I-65 S, Montgomery US-AL 32.39988, -86.33569	L18751989	P	32.3998810	-86.3356900	2022-04-29	16:37:00	obsr431721	S108406731	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1401854270	2022-04-23 22:11:46.383377	23299	issf	avibase-43FD00D9	Barn Swallow	Hirundo rustica	Barn Swallow (American)	Hirundo rustica erythrogaster		3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Old Pike Rd, Montgomery County AL	L18656953	P	32.3104090	-86.1010110	2022-04-23	17:19:00	obsr402712	S107858674	Traveling	P22	EBIRD	6	9.740		4	1	G8230647	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1418574191	2022-05-07 15:53:22.554322	9782	species	avibase-3558066B	Belted Kingfisher	Megaceryle alcyon				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Hampstead bridge	L17755399	P	32.3093830	-86.1814320	2022-04-04	17:24:00	obsr1060942	S109243061	Traveling	P22	EBIRD	40	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1380248609	2022-04-01 19:30:36.644203	32842	spuh	avibase-D572AE1C	blackbird sp.	Icteridae sp.				10					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Auburn University at Montgomery (AUM) trail	L10515992	H	32.3698190	-86.1800170	2022-04-01	17:34:00	obsr186678	S106046064	Traveling	P22	EBIRD	45	3.663		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1380974027	2022-04-02 14:59:14.096444	7412	species	avibase-4FF7DE80	Black Vulture	Coragyps atratus				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			17089 Troy Highway, Mathews, Alabama, US (32.131, -86.084)	L18343168	P	32.1309310	-86.0838688	2022-04-02	13:58:00	obsr374184	S106107369	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1399865120	2022-04-22 10:20:08.174223	7412	species	avibase-4FF7DE80	Black Vulture	Coragyps atratus				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			I-65 S, Hope Hull US-AL 32.21362, -86.40497	L18624641	P	32.2136220	-86.4049740	2022-04-22	09:19:00	obsr976341	S107688925	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1418578815	2022-05-07 15:52:44.113581	7412	species	avibase-4FF7DE80	Black Vulture	Coragyps atratus				7					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Hampstead bridge	L17755399	P	32.3093830	-86.1814320	2022-04-13	17:21:00	obsr1060942	S109242991	Traveling	P22	EBIRD	50	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1397837471	2022-04-20 06:35:32.125354	7412	species	avibase-4FF7DE80	Black Vulture	Coragyps atratus				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			I-65 N, Montgomery US-AL 32.27813, -86.34682	L18594513	P	32.2781280	-86.3468240	2022-04-18	11:17:00	obsr649910	S107519212	Incidental	P20	EBIRD				2	0	G8208954	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1396269507	2022-04-18 12:38:39.761681	7412	species	avibase-4FF7DE80	Black Vulture	Coragyps atratus				3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			I-85 N, Pike Road US-AL 32.37859, -86.01827	L18571971	P	32.3785950	-86.0182660	2022-04-18	11:37:00	obsr649910	S107391176	Incidental	P20	EBIRD				2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1408442579	2022-04-29 17:47:26.001399	7412	species	avibase-4FF7DE80	Black Vulture	Coragyps atratus				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			I-65 S, Hope Hull US-AL 32.25089, -86.36742	L18752155	P	32.2508850	-86.3674210	2022-04-29	16:46:00	obsr431721	S108407633	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1401374888	2022-04-23 19:14:44.997364	7412	species	avibase-4FF7DE80	Black Vulture	Coragyps atratus				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Auburn University at Montgomery (AUM) trail	L10515992	H	32.3698190	-86.1800170	2022-04-23	12:11:00	obsr186678	S107815811	Traveling	P22	EBIRD	100	2.500		2	1	G8229322	0	1	0				
